"","Breast","CRC","GBM","Hepatobiliary","Lung","Pancreas","average"
"Sensitivity",1,1,0.875,0.909090909090909,0.0909090909090909,0.272727272727273,0.691287878787879
"Specificity",0.363636363636364,0.0909090909090909,0.636363636363636,1,1,1,0.681818181818182
"Pos Pred Value",0.5,0.444444444444444,0.636363636363636,1,1,1,0.763468013468013
"Neg Pred Value",1,1,0.875,0.666666666666667,0.545454545454545,0.466666666666667,0.758964646464646
"Precision",0.5,0.444444444444444,0.636363636363636,1,1,1,0.763468013468013
"Recall",1,1,0.875,0.909090909090909,0.0909090909090909,0.272727272727273,0.691287878787879
"F1",0.666666666666667,0.615384615384615,0.736842105263158,0.952380952380952,0.166666666666667,0.428571428571429,0.594418739155581
"Prevalence",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.611111111111111,0.527753329812826
"Detection Rate",0.388888888888889,0.421052631578947,0.368421052631579,0.769230769230769,0.0434782608695652,0.166666666666667,0.359623044977736
"Detection Prevalence",0.777777777777778,0.947368421052632,0.578947368421053,0.769230769230769,0.0434782608695652,0.166666666666667,0.547244877336411
"Balanced Accuracy",0.681818181818182,0.545454545454545,0.755681818181818,0.954545454545455,0.545454545454545,0.636363636363636,0.68655303030303
