"","Breast","CRC","GBM","Hepatobiliary","Lung","Pancreas","average"
"Sensitivity",1,1,0.875,1,0.818181818181818,0.909090909090909,0.933712121212121
"Specificity",0.909090909090909,1,0.818181818181818,0,0.916666666666667,0.571428571428571,0.702561327561327
"Pos Pred Value",0.875,1,0.777777777777778,0.846153846153846,0.9,0.769230769230769,0.861360398860399
"Neg Pred Value",1,1,0.9,NA,0.846153846153846,0.8,NA
"Precision",0.875,1,0.777777777777778,0.846153846153846,0.9,0.769230769230769,0.861360398860399
"Recall",1,1,0.875,1,0.818181818181818,0.909090909090909,0.933712121212121
"F1",0.933333333333333,1,0.823529411764706,0.916666666666667,0.857142857142857,0.833333333333333,0.894000933706816
"Prevalence",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.611111111111111,0.527753329812826
"Detection Rate",0.388888888888889,0.421052631578947,0.368421052631579,0.846153846153846,0.391304347826087,0.555555555555556,0.495229387105817
"Detection Prevalence",0.444444444444444,0.421052631578947,0.473684210526316,1,0.434782608695652,0.722222222222222,0.582697686244597
"Balanced Accuracy",0.954545454545455,1,0.846590909090909,0.5,0.867424242424242,0.74025974025974,0.818136724386724
