"","Breast","CRC","GBM","Hepatobiliary","Lung","Pancreas","average"
"Sensitivity",1,1,1,1,0.818181818181818,0.909090909090909,0.954545454545454
"Specificity",0.909090909090909,0.909090909090909,0.727272727272727,0.5,0.916666666666667,0.857142857142857,0.803210678210678
"Pos Pred Value",0.875,0.888888888888889,0.727272727272727,0.916666666666667,0.9,0.909090909090909,0.869486531986532
"Neg Pred Value",1,1,1,1,0.846153846153846,0.857142857142857,0.95054945054945
"Precision",0.875,0.888888888888889,0.727272727272727,0.916666666666667,0.9,0.909090909090909,0.869486531986532
"Recall",1,1,1,1,0.818181818181818,0.909090909090909,0.954545454545454
"F1",0.933333333333333,0.941176470588235,0.842105263157895,0.956521739130435,0.857142857142857,0.909090909090909,0.906561762073944
"Prevalence",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.611111111111111,0.527753329812826
"Detection Rate",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.391304347826087,0.555555555555556,0.504001316930379
"Detection Prevalence",0.444444444444444,0.473684210526316,0.578947368421053,0.923076923076923,0.434782608695652,0.611111111111111,0.57767444437925
"Balanced Accuracy",0.954545454545455,0.954545454545455,0.863636363636364,0.75,0.867424242424242,0.883116883116883,0.878878066378067
