"","Breast","CRC","GBM","Hepatobiliary","Lung","Pancreas","average"
"Sensitivity",0.714285714285714,1,1,1,1,0.909090909090909,0.937229437229437
"Specificity",1,0.636363636363636,0.727272727272727,0,0.916666666666667,0.857142857142857,0.689574314574315
"Pos Pred Value",1,0.666666666666667,0.727272727272727,0.846153846153846,0.916666666666667,0.909090909090909,0.844308469308469
"Neg Pred Value",0.846153846153846,1,1,NA,1,0.857142857142857,NA
"Precision",1,0.666666666666667,0.727272727272727,0.846153846153846,0.916666666666667,0.909090909090909,0.844308469308469
"Recall",0.714285714285714,1,1,1,1,0.909090909090909,0.937229437229437
"F1",0.833333333333333,0.8,0.842105263157895,0.916666666666667,0.956521739130435,0.909090909090909,0.876286318563206
"Prevalence",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.611111111111111,0.527753329812826
"Detection Rate",0.277777777777778,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.555555555555556,0.499975552035049
"Detection Prevalence",0.277777777777778,0.631578947368421,0.578947368421053,1,0.521739130434783,0.611111111111111,0.603525722518858
"Balanced Accuracy",0.857142857142857,0.818181818181818,0.863636363636364,0.5,0.958333333333333,0.883116883116883,0.813401875901876
