"","Breast","CRC","GBM","Hepatobiliary","Lung","Pancreas","average"
"Sensitivity",1,0.875,0.875,1,0.818181818181818,1,0.928030303030303
"Specificity",1,1,0.818181818181818,1,0.833333333333333,0.714285714285714,0.894300144300144
"Pos Pred Value",1,1,0.777777777777778,1,0.818181818181818,0.846153846153846,0.907018907018907
"Neg Pred Value",1,0.916666666666667,0.9,1,0.833333333333333,1,0.941666666666667
"Precision",1,1,0.777777777777778,1,0.818181818181818,0.846153846153846,0.907018907018907
"Recall",1,0.875,0.875,1,0.818181818181818,1,0.928030303030303
"F1",1,0.933333333333333,0.823529411764706,1,0.818181818181818,0.916666666666667,0.915285204991087
"Prevalence",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.611111111111111,0.527753329812826
"Detection Rate",0.388888888888889,0.368421052631579,0.368421052631579,0.846153846153846,0.391304347826087,0.611111111111111,0.495716716540515
"Detection Prevalence",0.388888888888889,0.368421052631579,0.473684210526316,0.846153846153846,0.478260869565217,0.722222222222222,0.546271848331345
"Balanced Accuracy",1,0.9375,0.846590909090909,1,0.825757575757576,0.857142857142857,0.911165223665224
