"","Breast","CRC","GBM","Hepatobiliary","Lung","Pancreas","average"
"Sensitivity",0.714285714285714,1,0.75,1,0.909090909090909,0.909090909090909,0.880411255411255
"Specificity",0.909090909090909,1,0.909090909090909,1,0.75,1,0.928030303030303
"Pos Pred Value",0.833333333333333,1,0.857142857142857,1,0.769230769230769,1,0.90995115995116
"Neg Pred Value",0.833333333333333,1,0.833333333333333,1,0.9,0.875,0.906944444444444
"Precision",0.833333333333333,1,0.857142857142857,1,0.769230769230769,1,0.90995115995116
"Recall",0.714285714285714,1,0.75,1,0.909090909090909,0.909090909090909,0.880411255411255
"F1",0.769230769230769,1,0.8,1,0.833333333333333,0.952380952380952,0.892490842490842
"Prevalence",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.611111111111111,0.527753329812826
"Detection Rate",0.277777777777778,0.421052631578947,0.315789473684211,0.846153846153846,0.434782608695652,0.555555555555556,0.475185315574332
"Detection Prevalence",0.333333333333333,0.421052631578947,0.368421052631579,0.846153846153846,0.565217391304348,0.555555555555556,0.514955635092935
"Balanced Accuracy",0.811688311688312,1,0.829545454545455,1,0.829545454545455,0.954545454545455,0.904220779220779
