"","Breast","CRC","GBM","Hepatobiliary","Lung","Pancreas","average"
"Sensitivity",1,0.875,0.75,1,0.818181818181818,0.727272727272727,0.861742424242424
"Specificity",0.818181818181818,0.636363636363636,0.545454545454545,1,0.75,1,0.791666666666667
"Pos Pred Value",0.777777777777778,0.636363636363636,0.545454545454545,1,0.75,1,0.78493265993266
"Neg Pred Value",1,0.875,0.75,1,0.818181818181818,0.7,0.85719696969697
"Precision",0.777777777777778,0.636363636363636,0.545454545454545,1,0.75,1,0.78493265993266
"Recall",1,0.875,0.75,1,0.818181818181818,0.727272727272727,0.861742424242424
"F1",0.875,0.736842105263158,0.631578947368421,1,0.782608695652174,0.842105263157895,0.811355835240275
"Prevalence",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.611111111111111,0.527753329812826
"Detection Rate",0.388888888888889,0.368421052631579,0.315789473684211,0.846153846153846,0.391304347826087,0.444444444444444,0.459167008938176
"Detection Prevalence",0.5,0.578947368421053,0.578947368421053,0.846153846153846,0.521739130434783,0.444444444444444,0.57837202631253
"Balanced Accuracy",0.909090909090909,0.755681818181818,0.647727272727273,1,0.784090909090909,0.863636363636364,0.826704545454546
