"","Breast","CRC","GBM","Hepatobiliary","Lung","Pancreas","average"
"Sensitivity",0.857142857142857,0.75,0.625,1,1,1,0.872023809523809
"Specificity",1,1,0.909090909090909,1,0.75,0.857142857142857,0.919372294372294
"Pos Pred Value",1,1,0.833333333333333,1,0.785714285714286,0.916666666666667,0.922619047619048
"Neg Pred Value",0.916666666666667,0.846153846153846,0.769230769230769,1,1,1,0.922008547008547
"Precision",1,1,0.833333333333333,1,0.785714285714286,0.916666666666667,0.922619047619048
"Recall",0.857142857142857,0.75,0.625,1,1,1,0.872023809523809
"F1",0.923076923076923,0.857142857142857,0.714285714285714,1,0.88,0.956521739130435,0.888504538939321
"Prevalence",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.611111111111111,0.527753329812826
"Detection Rate",0.333333333333333,0.315789473684211,0.263157894736842,0.846153846153846,0.478260869565217,0.611111111111111,0.47463442143076
"Detection Prevalence",0.333333333333333,0.315789473684211,0.315789473684211,0.846153846153846,0.608695652173913,0.666666666666667,0.514404740949364
"Balanced Accuracy",0.928571428571429,0.875,0.767045454545455,1,0.875,0.928571428571429,0.895698051948052
