"","Breast","CRC","GBM","Hepatobiliary","Lung","Pancreas","average"
"Sensitivity",1,0.875,0.5,1,0.818181818181818,1,0.865530303030303
"Specificity",0.909090909090909,0.818181818181818,1,0.5,0.916666666666667,0.714285714285714,0.809704184704185
"Pos Pred Value",0.875,0.777777777777778,1,0.916666666666667,0.9,0.846153846153846,0.885933048433048
"Neg Pred Value",1,0.9,0.733333333333333,1,0.846153846153846,1,0.913247863247863
"Precision",0.875,0.777777777777778,1,0.916666666666667,0.9,0.846153846153846,0.885933048433048
"Recall",1,0.875,0.5,1,0.818181818181818,1,0.865530303030303
"F1",0.933333333333333,0.823529411764706,0.666666666666667,0.956521739130435,0.857142857142857,0.916666666666667,0.858976779117444
"Prevalence",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.611111111111111,0.527753329812826
"Detection Rate",0.388888888888889,0.368421052631579,0.210526315789474,0.846153846153846,0.391304347826087,0.611111111111111,0.469400927066831
"Detection Prevalence",0.444444444444444,0.473684210526316,0.210526315789474,0.923076923076923,0.434782608695652,0.722222222222222,0.534789454125839
"Balanced Accuracy",0.954545454545455,0.846590909090909,0.75,0.75,0.867424242424242,0.857142857142857,0.837617243867244
