"","ENSG00000005381","ENSG00000049768","ENSG00000073712","ENSG00000075131","ENSG00000086548","ENSG00000094963","ENSG00000096696","ENSG00000100448","ENSG00000100985","ENSG00000103037","ENSG00000112077","ENSG00000114739","ENSG00000115423","ENSG00000117519","ENSG00000117560","ENSG00000117643","ENSG00000118113","ENSG00000124107","ENSG00000124469","ENSG00000128596","ENSG00000132386","ENSG00000133063","ENSG00000134121","ENSG00000137103","ENSG00000152583","ENSG00000154016","ENSG00000155275","ENSG00000156042","ENSG00000159899","ENSG00000163687","ENSG00000165138","ENSG00000166428","ENSG00000172232","ENSG00000175445","ENSG00000178038","ENSG00000179593","ENSG00000181007","ENSG00000184206","ENSG00000196081","ENSG00000196533","ENSG00000196634","ENSG00000197353","ENSG00000197457","ENSG00000198178","ENSG00000198502","ENSG00000198610","ENSG00000211786","ENSG00000211793","ENSG00000211800","ENSG00000213160","ENSG00000225113","ENSG00000228486","ENSG00000229391","ENSG00000229807","ENSG00000230063","ENSG00000232021","ENSG00000237702","ENSG00000239219","ENSG00000239961","ENSG00000254977","ENSG00000256862","ENSG00000266088","ENSG00000266371","ENSG00000268632","ENSG00000269161"
"VU402-2-GBM",2.40352922736017,-1.48651875439176,-0.0950246284753029,-0.715810872663914,2.73212579124286,-1.53009304562607,-1.40349273701004,-1.45636137946003,0.333405071766425,-1.51916061875522,-1.15865404927591,-0.648068808990138,-1.64883759963448,-1.13794687182915,-0.910569105059644,-0.983150270822827,6.80463113823391,1.6254274499936,3.13977515703447,-1.59370173658642,-0.511759939193932,-0.313829001401452,-1.62203603895919,-1.12235957431656,0.0388178120079181,-1.35495296543496,-1.34851686168536,-1.40147796511601,-1.59856832737247,-0.723039037663579,-1.61563455112629,-0.573464191132559,-0.931870142163169,-1.4906255025032,-1.10069834732605,-1.49177556360987,-1.17704838868068,-1.54075890619871,-1.5138468622615,-1.52136479905646,-0.200380636788667,-1.24978532310112,-1.40926974645614,-1.08350434028337,1.47926538752316,2.45276047754689,-1.3074532268949,-0.927928540854535,-1.03392553233666,-1.49895329227046,-0.904442857817774,-1.39279279606505,-0.698820102138557,0.370189992811109,-1.7862932986112,-1.23683602221506,-1.11234925354624,-0.204007651473095,-1.03044000582296,-1.60547171583492,-0.987919557050196,-1.02983527708832,-0.571668509349343,-1.33109201302177,-1.46837749521212
"VU406-2-GBM",1.8421935289084,-1.49207838195506,-1.43544889465372,-0.743224698863373,0.820338306090055,-1.54062099006238,-1.41620270938794,-0.625201094902636,-0.251767642386875,-1.5261937525078,1.69931312063711,-1.43483683105469,-1.65615512287883,-1.15545260852636,-0.926125346323906,-0.999529772223265,3.89811905279614,0.657702992397824,1.38736125760735,-1.60274910467336,-0.543128066900342,-0.0542877746263479,-1.62634834252466,-1.1358623810143,-1.41782076666968,-1.36164151305588,-1.35743273048487,-1.41214245301123,-1.61043781180134,-0.759681061824612,-1.62266898065375,-0.612929597954998,-1.46870801366629,-1.50202090432955,-1.12303622473858,-1.51177934055068,-1.19368929357632,-1.54978674558637,-1.52003646510467,-1.53251284767972,-1.57371606475339,-1.2608562952355,-1.41843307786855,-0.0900432667626111,2.18889486489772,0.859197351446531,-1.31510375481303,-0.947082949010712,-1.04450379988694,-1.50913349640349,-0.925734153733336,-1.40759509535617,-0.753901364128117,-1.05026927263787,-1.79328798520366,-1.24850449381843,-1.12206751108427,-0.854153528538439,-1.03874328391292,-1.61117047557015,-1.0007299610023,-1.04969768344543,-0.613795737141777,-1.34436256444686,-1.47777807594597
"VU408-GBM",0.292867585796317,-1.03480542359729,-0.77615371709135,1.22274809468777,-0.549964475292819,-1.50701261356642,-1.37576635509834,-0.411971057307996,-1.24433090365885,-1.5033750659792,5.91245928682257,-1.39951460183686,-1.63138248067472,-1.09954360707134,-0.87637507180568,-0.0255638531742229,-1.05134580978456,-0.0250780791985761,0.210939710599633,-1.57361616390262,-0.444469280094321,-1.53092652579634,-1.6117791900371,-0.54866304851415,-0.39782406121425,-1.33983827208016,-1.32855116911652,-1.37796620204016,-1.57277902591412,-0.646180157066168,-1.59969285371922,-0.490003960640511,-1.42435242020325,-1.46573284608166,-1.05237507680724,-1.40927802163884,0.809125055646219,-1.52061166629978,-1.49983400478358,-1.49700621238588,-0.838578589243723,-1.22515916050248,-1.38886805389691,-1.04684427169196,4.72759878841032,1.06606030356558,-0.82846126789064,-0.304124440798999,-0.519751182734377,-1.47635035650434,-0.858348805404343,-1.36003964201904,-0.586229584750279,-0.939088615907627,-1.76596908016921,-0.350225289948836,-0.283498883229127,-0.969902104977486,-1.01164331221825,-1.59231573665131,0.344660131963686,0.554903644526675,-0.483677496479948,-1.30197235572648,-1.44743954901002
"VU417-GBM-vIII",-0.921201570398575,-1.48049453915221,-1.40448413627786,-0.687256149974844,-1.36684292125193,-1.51896833314479,-1.39010617733547,-1.43884632833558,-1.26120804042729,-1.51161462160413,2.29620973779727,-1.41213970573731,-1.64101065553134,-1.11944284167892,-0.894105034048826,-0.965833138129233,-1.10489517567492,-0.779857846810852,-1.08917231805136,-1.58406309888857,-0.479089281448925,-1.54160730745221,-1.6173537125301,-1.10803123805153,-1.38435862763394,-1.34774521242662,-1.33896513987678,-1.39016789751011,-1.58609918145716,-0.685447688518031,-1.60811013564207,-0.532746764964511,-1.44009585944892,-1.47861239779962,-1.07730345083549,-1.45838393516966,-1.15956046409139,-1.5311084645874,-1.50716883331787,-1.50961042078366,-0.702862367180013,-1.23797640357716,-1.39948948269619,-1.06579709625124,0.39678790357213,6.85932855908074,-1.29922809270356,-0.907790060225839,-1.02259046449025,-1.48810718360781,-0.882133749724542,-1.37712626442985,0.839589885320246,-0.977539156850634,-1.7787882300509,-1.22443500615041,-1.10191984760161,-0.122216665680111,-1.02148228732939,-1.59930901626677,-0.974265130833346,-1.00893207430794,-0.528575937399174,-1.31706185013696,-1.45834148789863
"VU418-GBM",-0.819928249751788,-1.442224126182,-1.35978518158877,-0.610594876851499,-1.24526870710128,-1.48279165209481,-1.35228447223522,-1.38907079768198,-1.21796599852151,-1.4857454759636,-1.03103305317997,-1.37779716985175,-1.610882548055,-1.06116300401502,-0.848689169909385,-0.918154293100276,-0.972489753145207,-0.675827244334392,-0.98539580235262,-1.54483605041447,-0.391469013467155,-1.50817750923325,-1.58641932169743,-1.06832986944452,-1.3377452197967,-1.32698114085684,-1.31203727246024,-1.35753201945805,-1.54434332877292,0.135093895051999,-1.57983948676434,-0.425314050223477,-1.39725993638953,-1.44134851767521,-1.01395841294207,-1.33737620034531,-1.11194180295792,-1.47591261160882,-1.47861336366564,-1.47204538063269,-1.53718574297823,-1.2049498435142,-1.37049074609628,-1.01747708398879,2.75077991008047,-0.870786127062501,-1.27588504218184,-0.852881263252702,-0.990612505517272,-1.43943735966274,-0.821661264330758,-1.29460317594976,-0.501897029551813,-0.881239069936976,-1.71281643752104,-1.1899842930279,-1.07241549033283,-1.35750677010782,0.0814123031385389,-1.54419840466451,-0.936115719731349,-0.951849397476222,-0.416251876054495,-1.27845592188274,-1.42558725824542
"VU419-GBM",2.69629019526659,-1.40991297892905,0.0832516654625896,-0.578648323824331,5.40408906152438,-1.46477899534669,-1.3311675549849,0.980448790521895,1.05766468378026,-1.46466328340365,-0.993807919385815,-1.35261327757881,-1.57309465420308,-1.01259012275107,-0.829284242475759,-0.897820109009965,2.779138230873,4.44026405215894,4.36429559616488,-1.50457647572537,0.342687507620121,0.135964392532687,-1.55630362536471,-1.05129780728615,0.909530123182359,-1.31346749630404,-1.28476741707024,-1.3388059653168,-1.52513759665993,-0.546999552883977,-1.56062645776033,-0.381304875101451,0.938856265144873,-1.42213472205737,-0.96782861876452,-1.28973000980229,-1.09185775169572,-1.43708647540011,-1.4438471177207,-1.45326516293977,-1.52513111524881,-1.18536197159665,-1.35379925558342,-0.997051488191577,1.97299023559525,4.70060504935353,-1.26211297583941,-0.829679290596808,-0.976646552479317,-0.79622602312316,-0.796247554494472,-1.24955994596378,1.71337167495228,-0.842091755137015,-1.67759450720107,-1.17393383800076,-1.05949545676552,-1.32635667366096,-0.984566141960213,-1.51231315437432,-0.919612417762683,-0.927133630404068,-0.37066882101079,-1.25792347131819,-1.38488896901895
"VU421-GBM",-0.801526736649134,-1.42764123261504,-1.3449670034059,0.521751832635423,-1.21955645927312,0.448291645063636,-1.34274497770478,-1.3777413544987,-1.20972295105885,-1.47968390320465,-1.01428092060865,-0.754735236838625,-1.59382785080615,-1.03924075061537,-0.840031083819966,-0.909078918434909,-0.948870942597074,-0.656818791267043,-0.966576874795389,-1.526665816837,1.76756340588852,-1.50076405678584,-1.57282729443585,-1.06073509996098,0.991086582716672,-1.32089439064996,-1.30484574747491,-1.34907915969977,-1.53566270643213,-0.569051823266556,-1.5738793959208,-0.405550971598557,-1.37767321151182,-0.0492415548510534,-0.997235286252703,-1.31587218750044,-1.10296202240079,-1.45838932753861,-1.46292241774012,-1.46356015448638,-1.53174937910918,-1.19858399833391,-1.3629638146079,0.697488742373171,3.13394842858807,0.305653069889702,-1.27037201376798,-0.842511130830798,-0.984402828104962,-1.42088427460707,-0.810293120067281,-1.27427394951731,-0.476557880011205,-0.863639620245159,-1.69691982892779,-1.18338087875084,-1.06667328148309,-1.34344789013278,-0.990864316517984,-1.52980772990148,-0.928766667733334,-0.941056767544234,0.340147625995816,-0.627012655439832,-1.40721902094636
"VU422-GBM",-0.908286435465379,-1.47842115970919,-0.450959925145831,-0.677681450654267,-1.35686705988877,-0.297850034206426,-1.3855863421926,-1.43296678197684,-0.688979300531733,-1.50903492635906,-1.1114440838571,-1.40817188137782,-1.63834054889343,-0.131435295035416,-0.88852722024983,-0.959970410454959,-0.258806841056832,-0.0773867515247378,-1.07591908383263,-1.5807837518492,0.9965235139623,-1.53825015960024,-1.61573989034175,-1.10316873294201,0.271350860909791,-1.34527375281599,-1.3357029667616,-1.38633150008959,-1.58189660162195,0.379641412341951,-1.60554318713596,-0.519181218247527,-1.43513530261112,-1.47455397929385,-1.06943220540996,-1.44263782972857,-1.15366381847964,-1.52781757249663,-1.50487718490227,-1.50563897936725,-1.55907807320581,-1.23395508346763,-1.39615770966626,-0.509858229070708,3.82395551379823,0.609062534142917,-1.29641225009217,-0.900997020272015,-1.01871847300199,-1.48441680667175,-0.874625158393356,-1.37181913532244,-0.625053566168439,-0.965314373746539,-1.77484154549019,-1.22022236991502,-1.09835360949066,-1.37495953785499,-0.593121140370305,-1.59719089167804,-0.969617353483901,-1.00187674297199,0.13676367010043,-1.31231243507276,-1.45492202463799
"VU425-GBM",-0.943720649754257,-1.48401488443887,-0.863703433204367,1.05070712338834,-0.666257619356479,-1.52543457448259,-1.39788181177581,-0.879274922763491,-1.27031446325606,-1.51601496743029,0.886740236061984,-1.41894055064916,-0.926025515131338,0.0788776145323767,-0.903678342546205,-0.975900244233992,-0.336823754632062,0.807437475753567,0.637914923933357,-1.58967528870918,0.060785359404828,-1.54736213261672,-1.62009111255162,-0.630364777547152,-0.0770910467040568,-0.961877960466534,-1.34453335828942,-0.927824672423465,-1.59333789981122,0.812459870160507,-1.61249503337706,-0.55629635376906,-1.44862613250687,-0.998503617672183,-1.09087689305699,0.904504326954809,-1.16971387714733,-1.53673157366183,-1.5110676608844,-1.51643951166792,-0.736705223044129,-1.24485413057359,-1.40518640010034,-0.225329256975169,3.39797790709614,1.02851138983462,-0.896614146380305,-0.0545524640880737,-1.02919865330986,-1.49442253362463,-0.895078605851913,0.287223180239104,0.0242989018016289,0.412517479886122,-1.78316927473921,-1.23165201401863,-1.10800199738706,-1.37976903453971,-1.02671202149901,-1.60290874784562,-0.98221657995302,-1.02107217585115,0.0695510033576424,-1.32521794955951,-1.46418768196002
"VU429-1-GBM-vIII",2.14433764528004,-1.38587086544915,-1.28239858077598,-0.554330801319281,-1.14590783614419,-1.45142080521547,-1.31551230332409,0.123202693662499,0.822025853941654,-1.43642416174937,1.04214997461545,-1.31976908539512,-1.54497739717589,-0.976447960597177,-0.814340543779717,-0.882175303917161,2.79822569151078,-0.601726791572418,0.906533867615153,-1.47462008774103,-0.327296752029315,0.0392785985043613,-1.53389510538585,-1.03699384818803,-1.29427556354882,-1.29190648838884,-1.25461291142719,-1.32488834338551,-1.50755693564905,0.730896155069093,-1.53209989708795,-0.348083977157592,-1.31706186306371,-1.40789765790937,-0.927948862453513,-1.25427738068476,-1.07386359643528,-1.40819668187441,-1.41797821174422,-1.43934940723822,-0.444955531364643,-1.15269089300277,-1.32472450354705,-0.981406509904029,1.3188732955409,0.763936207584799,-1.24072730518957,-0.811907135893232,-0.965773884768179,-1.36774192866059,-0.776831371362275,-1.21604413055968,-0.403854365053582,0.0500872385402585,-1.65138653510076,-1.15856367791124,-1.04143964941983,-1.30317847612367,-0.405141818779311,-1.48858794276821,-0.90682549530202,-0.888163504565838,-0.336382836236176,-1.22629903067147,-1.35460614184599
"VU430-GBM",-0.533112791229738,-1.50337613833615,0.285322253081446,-0.802613291153922,-1.48949623433514,-1.56286018145267,-1.44319720826342,-1.07190385855868,-0.429468099462761,-1.54070167307933,2.03461028907364,-1.09860615972267,-1.6713207120565,-1.19243654756013,-0.958929374932829,-1.03412883148884,1.21803551496464,0.883547490734477,-0.281168726140034,-1.62161779747825,-0.611028866332231,-0.672454859704947,-1.63508422318443,-1.16421166237953,-1.03260782594925,-1.37534762189029,-1.37586910198599,-1.43454452830341,-1.63574518843229,-0.340475369083759,-1.63724668553458,-0.699715500243702,-1.49825662387143,-0.910848427846252,-1.1709561880777,-0.211043110486417,-1.22917673700665,-1.56851626565424,-1.53269647592043,-1.55614355530714,-0.54598635528716,-1.28390714084214,-1.43749033015908,-1.1361633106945,2.73715647850133,0.154254283162914,-1.33083780380146,-0.987915932529152,-1.06637488947128,-1.53036467521582,-0.971382178447034,-1.01913543591588,-0.88042720506068,-0.580109973962551,-1.8077601732672,-0.924694102363319,-1.14211196921206,-0.676705389123498,-1.05573225736264,-1.62278518561656,-0.687355091451349,-1.0919685922716,-0.198172627232892,-1.37238305518665,-1.49732091259276
