"","Breast","CRC","GBM","Hepatobiliary","Lung","Pancreas","average"
"Sensitivity",0.428571428571429,1,0.875,0.909090909090909,0.818181818181818,0.818181818181818,0.808170995670996
"Specificity",0.909090909090909,0.727272727272727,1,1,0.833333333333333,1,0.911616161616161
"Pos Pred Value",0.75,0.727272727272727,1,1,0.818181818181818,1,0.882575757575757
"Neg Pred Value",0.714285714285714,1,0.916666666666667,0.666666666666667,0.833333333333333,0.777777777777778,0.818121693121693
"Precision",0.75,0.727272727272727,1,1,0.818181818181818,1,0.882575757575757
"Recall",0.428571428571429,1,0.875,0.909090909090909,0.818181818181818,0.818181818181818,0.808170995670996
"F1",0.545454545454545,0.842105263157895,0.933333333333333,0.952380952380952,0.818181818181818,0.9,0.831909318751424
"Prevalence",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.611111111111111,0.527753329812826
"Detection Rate",0.166666666666667,0.421052631578947,0.368421052631579,0.769230769230769,0.391304347826087,0.5,0.436112577989008
"Detection Prevalence",0.222222222222222,0.578947368421053,0.368421052631579,0.769230769230769,0.478260869565217,0.5,0.48618038034514
"Balanced Accuracy",0.668831168831169,0.863636363636364,0.9375,0.954545454545455,0.825757575757576,0.909090909090909,0.859893578643579
