"","Breast","CRC","GBM","Hepatobiliary","Lung","Pancreas","average"
"Sensitivity",1,1,0.875,1,0.909090909090909,0.818181818181818,0.933712121212121
"Specificity",0.727272727272727,0.727272727272727,0.909090909090909,1,0.833333333333333,1,0.866161616161616
"Pos Pred Value",0.7,0.727272727272727,0.875,1,0.833333333333333,1,0.855934343434343
"Neg Pred Value",1,1,0.909090909090909,1,0.909090909090909,0.777777777777778,0.932659932659933
"Precision",0.7,0.727272727272727,0.875,1,0.833333333333333,1,0.855934343434343
"Recall",1,1,0.875,1,0.909090909090909,0.818181818181818,0.933712121212121
"F1",0.823529411764706,0.842105263157895,0.875,1,0.869565217391304,0.9,0.885033315385651
"Prevalence",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.611111111111111,0.527753329812826
"Detection Rate",0.388888888888889,0.421052631578947,0.368421052631579,0.846153846153846,0.434782608695652,0.5,0.493216504658152
"Detection Prevalence",0.555555555555556,0.578947368421053,0.421052631578947,0.846153846153846,0.521739130434783,0.5,0.570574755357364
"Balanced Accuracy",0.863636363636364,0.863636363636364,0.892045454545455,1,0.871212121212121,0.909090909090909,0.899936868686869
