"","Breast","CRC","GBM","Hepatobiliary","Lung","Pancreas","average"
"Sensitivity",1,1,0.75,1,0.636363636363636,0.909090909090909,0.882575757575757
"Specificity",0.636363636363636,0.727272727272727,0.909090909090909,0,0.833333333333333,1,0.684343434343434
"Pos Pred Value",0.636363636363636,0.727272727272727,0.857142857142857,0.846153846153846,0.777777777777778,1,0.807451807451807
"Neg Pred Value",1,1,0.833333333333333,NA,0.714285714285714,0.875,NA
"Precision",0.636363636363636,0.727272727272727,0.857142857142857,0.846153846153846,0.777777777777778,1,0.807451807451807
"Recall",1,1,0.75,1,0.636363636363636,0.909090909090909,0.882575757575757
"F1",0.777777777777778,0.842105263157895,0.8,0.916666666666667,0.7,0.952380952380952,0.831488443330549
"Prevalence",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.611111111111111,0.527753329812826
"Detection Rate",0.388888888888889,0.421052631578947,0.315789473684211,0.846153846153846,0.304347826086957,0.555555555555556,0.471964703658068
"Detection Prevalence",0.611111111111111,0.578947368421053,0.368421052631579,1,0.391304347826087,0.555555555555556,0.584223239257564
"Balanced Accuracy",0.818181818181818,0.863636363636364,0.829545454545455,0.5,0.734848484848485,0.954545454545455,0.783459595959596
