"","Breast","CRC","GBM","Hepatobiliary","Lung","Pancreas","average"
"Sensitivity",1,1,0.875,0.818181818181818,0.727272727272727,0.454545454545455,0.8125
"Specificity",0.727272727272727,0.636363636363636,0.909090909090909,1,1,1,0.878787878787879
"Pos Pred Value",0.7,0.666666666666667,0.875,1,1,1,0.873611111111111
"Neg Pred Value",1,1,0.909090909090909,0.5,0.8,0.538461538461538,0.791258741258741
"Precision",0.7,0.666666666666667,0.875,1,1,1,0.873611111111111
"Recall",1,1,0.875,0.818181818181818,0.727272727272727,0.454545454545455,0.8125
"F1",0.823529411764706,0.8,0.875,0.9,0.842105263157895,0.625,0.8109391124871
"Prevalence",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.611111111111111,0.527753329812826
"Detection Rate",0.388888888888889,0.421052631578947,0.368421052631579,0.692307692307692,0.347826086956522,0.277777777777778,0.416045688356901
"Detection Prevalence",0.555555555555556,0.631578947368421,0.421052631578947,0.692307692307692,0.347826086956522,0.277777777777778,0.487683115257486
"Balanced Accuracy",0.863636363636364,0.818181818181818,0.892045454545455,0.909090909090909,0.863636363636364,0.727272727272727,0.845643939393939
