"","Breast","CRC","GBM","Hepatobiliary","Lung","Pancreas","average"
"Sensitivity",1,1,1,1,0.909090909090909,0.818181818181818,0.954545454545454
"Specificity",1,1,0.818181818181818,1,0.916666666666667,1,0.955808080808081
"Pos Pred Value",1,1,0.8,1,0.909090909090909,1,0.951515151515152
"Neg Pred Value",1,1,1,1,0.916666666666667,0.777777777777778,0.949074074074074
"Precision",1,1,0.8,1,0.909090909090909,1,0.951515151515152
"Recall",1,1,1,1,0.909090909090909,0.818181818181818,0.954545454545454
"F1",1,1,0.888888888888889,1,0.909090909090909,0.9,0.9496632996633
"Prevalence",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.478260869565217,0.611111111111111,0.527753329812826
"Detection Rate",0.388888888888889,0.421052631578947,0.421052631578947,0.846153846153846,0.434782608695652,0.5,0.501988434482714
"Detection Prevalence",0.388888888888889,0.421052631578947,0.526315789473684,0.846153846153846,0.478260869565217,0.5,0.52677867094343
"Balanced Accuracy",1,1,0.909090909090909,1,0.912878787878788,0.909090909090909,0.955176767676768
